,payload,instruction
131,001f49a060297b388ab8a97520bffd5c                                                                    ,"{u''bvs'': 1, u''bhi'': 1, u''strbgt'': 1, u''svclt'': 1, u''subs'': 8, u''mrcgt'': 1, u''smlaldxne'': 1, u''movtmi'': 525, u''strdeq'': 1, u''svcne'': 1, u''adcsgt'': 1, u''ldr'': 14, u''ldrshge'': 1, u''strt'': 1, u''svclo'': 1, u''ldrtne'': 1, u''movs'': 9, u''stclvs'': 1, u''eors'': 1, u''stmibhs'': 1, u''adr'': 3, u''blx'': 2, u''addsvc'': 1, u''blt'': 1, u''ldclgt'': 1, u''lsls'': 3, u''add'': 3, u''ldmdb'': 1, u''asrs'': 4, u''eors.w'': 1, u''cdppl'': 1, u''bkpt'': 1, u''adds'': 4, u''sbfx'': 1, u''ldmibne'': 1, u''svcvs'': 2, u''ldrhlo'': 1, u''ldclo'': 1, u''cdpne'': 1, u''rsbshs'': 1, u''bmi'': 3, u''strtge'': 1, u''movwhi'': 1, u''orrsge'': 1, u''ldm'': 1, u''cbz'': 2, u''svceq'': 1, u''muls'': 1051, u''ldrh'': 1, u''bx'': 1, u''ldrbvc'': 1, u''eorshs'': 1, u''strbmi'': 1, u''ldrsh'': 1, u''b'': 4, u''strtle'': 2, u''stm'': 3, u''ldcge'': 1, u''cmp'': 2, u''bpl'': 1, u''cdpvs'': 2, u''cmpvs'': 1, u''ldmeq'': 1, u''lsrs'': 4, u''strh'': 3, u''str'': 4, u''blle'': 1, u''push'': 1, u''strb'': 9, u''beq'': 1, u''ldrbeq'': 1, u''ittee'': 1, u''rsbsne'': 1}"
132,001f7d67d67cf591ca5d1761bb4c47a3                                                                    ,"{u''svclt'': 1, u''subs'': 5, u''movtmi'': 525, u''strdeq'': 1, u''pop'': 1, u''stcllo'': 1, u''ldr'': 14, u''mcrlt'': 1, u''rsbslo'': 1, u''cbz'': 1, u''bicshs'': 1, u''movs'': 8, u''orrsgt'': 1, u''stchi'': 1, u''stmiblo'': 1, u''adds'': 2, u''rscne'': 1, u''sbcne'': 1, u''ldrbmi'': 1, u''vstmiagt'': 1, u''lsls'': 3, u''ldmeq'': 1, u''adr'': 2, u''asrs'': 3, u''add'': 2, u''movwge'': 1, u''blmi'': 1, u''bkpt'': 1, u''ldrvs'': 1, u''addvc'': 1, u''vld2.16'': 1, u''tst'': 1, u''strdmi'': 1, u''stmdage'': 1, u''bne'': 1, u''svcvs'': 2, u''cdphi'': 2, u''ldrshgt'': 1, u''svcpl'': 1, u''bl'': 1, u''rsbshs'': 1, u''strtpl'': 1, u''ldrb'': 3, u''ldm'': 1, u''stclvs'': 1, u''muls'': 1051, u''ldrh'': 4, u''bx'': 1, u''ittte'': 1, u''eorshs'': 1, u''strbmi'': 1, u''ldrsh'': 2, u''b'': 3, u''smullge'': 1, u''strdpl'': 1, u''blls'': 1, u''b.w'': 2, u''svc'': 1, u''cdpvs'': 2, u''tstvc'': 1, u''lsrs'': 8, u''strh'': 1, u''adcseq'': 1, u''str'': 9, u''stm'': 6, u''strb'': 6, u''beq'': 4, u''rors'': 1, u''ldmibhi'': 1, u''cmp'': 4}"
133,001f7f588a1f3355a2734836a00486d6                                                                    ,"{u''ldcmi'': 1, u''subs'': 2, u''movtmi'': 525, u''strdeq'': 1, u''ldrgt'': 1, u''sbcsvc'': 1, u''ldrshvc'': 1, u''ldr'': 17, u''svcle'': 1, u''stmibge'': 1, u''blgt'': 1, u''movs'': 10, u''movwpl'': 1, u''cmp'': 3, u''orrsvc'': 1, u''mrchs'': 1, u''adr'': 6, u''blt'': 1, u''lsls'': 3, u''mlseq'': 1, u''bls'': 2, u''asrs'': 2, u''add'': 3, u''eorge'': 1, u''rsceq'': 1, u''subhs'': 1, u''svchi'': 1, u''strdne'': 1, u''svcvs'': 2, u''strb'': 5, u''orrsgt'': 1, u''strbmi'': 1, u''mcreq'': 1, u''beq'': 1, u''mov'': 1, u''ldrb'': 2, u''strtge'': 2, u''movwhi'': 1, u''ldm'': 1, u''stclvs'': 1, u''muls'': 1051, u''ldrh'': 4, u''bx'': 1, u''ldclhi'': 1, u''eorshs'': 1, u''rsbs'': 1, u''b'': 3, u''sub.w'': 1, u''stm'': 2, u''ldclle'': 1, u''ble'': 1, u''bpl'': 1, u''svc'': 1, u''cdpvs'': 2, u''ldmeq'': 2, u''strh'': 6, u''ldmiblo'': 1, u''lsrs'': 6, u''str'': 8, u''ldcleq'': 1, u''stcvs'': 1, u''itee'': 1, u''rsbshs'': 1, u''strle'': 1, u''cdp'': 1, u''mrc'': 1}"
134,001f86ce511bde8bc0094a1364b8672a                                                                    ,"{u''bhi'': 1, u''sbclt'': 1, u''subs'': 5, u''cmpeq'': 1, u''movtmi'': 525, u''svcne'': 1, u''strvs'': 1, u''ldm'': 3, u''svc'': 1, u''bvc'': 1, u''ldr'': 15, u''rscs'': 1, u''ldcls'': 1, u''strls'': 1, u''strbtlt'': 1, u''eormi'': 1, u''mrclo'': 1, u''adr'': 4, u''blx'': 1, u''lsls'': 4, u''eors.w'': 1, u''bls'': 2, u''movs'': 10, u''asrs'': 5, u''blo'': 1, u''bkpt'': 1, u''svcgt'': 1, u''ldrbhs'': 1, u''udf'': 1, u''stmibhi'': 1, u''tst'': 1, u''ldcllo'': 1, u''strhtle'': 1, u''usatvs'': 1, u''movtle'': 1, u''svcvs'': 2, u''vld2.32'': 1, u''cdpge'': 1, u''rsbshs'': 1, u''bmi'': 3, u''strhvs'': 1, u''mov'': 1, u''ldrbge'': 1, u''ldrb'': 1, u''ldrdpl'': 1, u''movwhi'': 1, u''add'': 4, u''orrsge'': 2, u''rsbsne'': 1, u''stclvs'': 1, u''muls'': 1051, u''ldrh'': 3, u''bx'': 1, u''uxtb'': 1, u''eorshs'': 1, u''strbmi'': 1, u''b'': 2, u''strtle'': 2, u''ldrne'': 1, u''stm'': 1, u''bpl'': 2, u''cdpvs'': 2, u''andeq'': 1, u''ldrsb'': 2, u''ldmeq'': 1, u''strh'': 1, u''lsrs'': 4, u''str'': 10, u''push'': 1, u''strb'': 2, u''beq'': 2, u''ldclls'': 1, u''cmp'': 3}"
135,001f99978f96db46209b32435cf6f14d                                                                    ,"{u''bhi'': 1, u''sbcs'': 2, u''subs'': 1, u''lsls'': 2, u''movtmi'': 525, u''strdeq'': 1, u''strtvc'': 2, u''rsbslt'': 1, u''pop'': 1, u''bvc'': 2, u''ldr'': 18, u''cbnz'': 1, u''muls'': 1051, u''cbz'': 2, u''movs'': 10, u''svcmi'': 1, u''adds'': 2, u''ldrshmi'': 1, u''stclmi'': 1, u''orrmi'': 1, u''ldmeq'': 1, u''bics'': 1, u''asrs'': 4, u''ldrbtne'': 1, u''ldcgt'': 1, u''adc'': 1, u''stcls'': 1, u''mcreq'': 1, u''svceq'': 1, u''addpl'': 1, u''svcvs'': 2, u''adr'': 2, u''vstrvc'': 1, u''bvs'': 2, u''stclgt'': 1, u''movwhs'': 1, u''rsbshs'': 1, u''orrsmi'': 1, u''ldrbpl'': 1, u''blhi'': 1, u''ldrb'': 6, u''ldrbhi'': 1, u''ldm'': 2, u''stmne'': 1, u''stclvs'': 1, u''tstlt'': 2, u''ldrh'': 4, u''bx'': 1, u''tsteq'': 1, u''eorshs'': 1, u''strbmi'': 1, u''b'': 1, u''bllt'': 1, u''ldrne'': 1, u''cmp'': 3, u''ldrhs'': 1, u''bpl'': 1, u''cdpvs'': 2, u''ldrbge'': 1, u''strh'': 3, u''lsrs'': 5, u''str'': 6, u''add'': 4, u''strb'': 6, u''beq'': 1, u''rors'': 2, u''ldrshls'': 1, u''ldrbne'': 1}"
136,001f9d7f6f6e24a15488bbb8abc7d11d                                                                    ,"{u''bhi'': 1, u''sbcs'': 2, u''movtle'': 1, u''lsls'': 3, u''movtmi'': 525, u''rsbslt'': 1, u''ldm'': 1, u''svchs'': 1, u''ldr'': 15, u''muls'': 1051, u''strgt'': 1, u''movs'': 14, u''stchi'': 1, u''sbfxmi'': 1, u''adr'': 2, u''blx'': 2, u''sbcvs'': 1, u''orrmi'': 1, u''ldmeq'': 1, u''bics'': 1, u''asrs'': 6, u''add'': 4, u''umullne'': 1, u''vst1.8'': 1, u''svceq'': 1, u''mrcls'': 1, u''strtvc'': 2, u''adcmi'': 1, u''svcvs'': 2, u''str'': 7, u''bvs'': 2, u''svcpl'': 1, u''movwhs'': 1, u''rsbshs'': 1, u''orrsmi'': 2, u''beq'': 1, u''ldrbtgt'': 1, u''ldrb'': 3, u''mrrcgt'': 1, u''udf'': 1, u''andne'': 1, u''stclvs'': 1, u''ldc2l'': 1, u''adds'': 3, u''ldrh'': 3, u''bicspl'': 1, u''bx'': 1, u''eorshs'': 2, u''strbmi'': 1, u''ldrsh'': 1, u''b'': 2, u''vstrmi'': 1, u''strlt'': 1, u''stm'': 2, u''ldcge'': 1, u''cmp'': 3, u''bpl'': 1, u''cdpvs'': 2, u''andeq'': 1, u''lsrs'': 5, u''strh'': 2, u''bgt'': 1, u''bic.w'': 1, u''strbvs'': 1, u''push'': 1, u''strb'': 5, u''strle'': 1, u''ldrbeq'': 1, u''blo'': 1, u''ldrbths'': 1}"
137,001fa557cc25420aaeef2aea7d75307b                                                                    ,"{u''subs'': 4, u''strge'': 1, u''movtmi'': 525, u''pop'': 1, u''bvc'': 1, u''ldr'': 13, u''svcle'': 1, u''stmdapl'': 1, u''muls'': 1051, u''bhs'': 1, u''cdple'': 1, u''movs'': 8, u''movwpl'': 1, u''orrsvc'': 2, u''adds'': 2, u''vqdmulh.s16'': 1, u''strbne'': 1, u''blt'': 1, u''ldmeq'': 1, u''lsls'': 1, u''blo'': 1, u''sbcle'': 1, u''asrs'': 3, u''add'': 2, u''cmnls'': 1, u''rsbs'': 1, u''tst'': 1, u''bne'': 1, u''orrsne'': 1, u''mvns'': 1, u''ldclhs'': 1, u''svcvs'': 2, u''strb'': 7, u''stcl'': 1, u''stcllt'': 1, u''rsbshs'': 1, u''ldrb'': 3, u''strtge'': 2, u''ldrbhi'': 1, u''udf'': 3, u''stclvs'': 1, u''ldc2l'': 1, u''adr'': 3, u''ldrh'': 3, u''bx'': 1, u''eorshs'': 1, u''strbmi'': 1, u''b'': 4, u''rscshi'': 1, u''stm'': 2, u''stmdbhi'': 1, u''cmp'': 4, u''svc'': 2, u''cdpvs'': 2, u''andeq'': 1, u''eor'': 1, u''lsrs'': 5, u''strh'': 4, u''strtlt'': 1, u''str'': 8, u''eorsmi'': 1, u''push'': 1, u''vshr.s32'': 1, u''beq'': 1, u''bllo'': 1, u''mrc'': 1}"
138,001fa5ab8e2926e011ebb4beda0ead2b                                                                    ,"{u''and'': 1, u''subs'': 2, u''strge'': 1, u''strbmi'': 1, u''movtmi'': 525, u''strdeq'': 1, u''ldm'': 2, u''bpl'': 2, u''bvc'': 2, u''ldr'': 23, u''svcle'': 1, u''strbpl'': 1, u''movs'': 8, u''blvc'': 2, u''ldrshthi'': 1, u''andsne'': 1, u''adr'': 1, u''blx'': 1, u''rsbshi'': 1, u''blt'': 2, u''strtmi'': 2, u''lsls'': 2, u''ldmeq'': 1, u''asrs'': 3, u''add'': 5, u''ldrshne'': 1, u''teqeq'': 1, u''ldclpl'': 2, u''strmi'': 1, u''ldrmi'': 1, u''ands'': 1, u''orrsne'': 1, u''svcvs'': 3, u''stclvc'': 1, u''shasxlt'': 1, u''rsbshs'': 1, u''beq'': 1, u''ldmdals'': 1, u''mov'': 1, u''blhi'': 1, u''rsbs'': 1, u''ldrble'': 1, u''stmmi'': 1, u''stclvs'': 1, u''muls'': 1052, u''ldrh'': 2, u''bx'': 1, u''tst'': 1, u''teqvs'': 1, u''eorshs'': 1, u''ldrb'': 7, u''b'': 1, u''bge'': 2, u''ldrsb'': 2, u''b.w'': 1, u''svc'': 1, u''cdpvs'': 3, u''blne'': 1, u''lsrs'': 3, u''strh'': 2, u''bgt'': 1, u''ldrbtvs'': 1, u''str'': 8, u''blle'': 1, u''push'': 1, u''strb'': 2, u''bne'': 1, u''cmp'': 6}"
139,001fa5c36459c47a6844a9f2fd968266                                                                    ,"{u''teqne'': 1, u''bvs'': 1, u''stmpl'': 1, u''vnmlavs.f32'': 1, u''subls'': 1, u''movtmi'': 525, u''strdeq'': 1, u''ldm'': 1, u''strh'': 7, u''ldr'': 20, u''strbge'': 1, u''cdpvs'': 2, u''ldmvc'': 1, u''sbcspl'': 1, u''movw'': 1, u''ldcvc'': 1, u''movs'': 11, u''ldcl'': 2, u''cdple'': 1, u''adds'': 2, u''ldcleq'': 1, u''vld3.16'': 1, u''lsls'': 7, u''ldmeq'': 1, u''asrs'': 3, u''add'': 1, u''cdp2'': 1, u''ldmdblt'': 1, u''vabal.s8'': 1, u''stceq'': 1, u''svcvs'': 2, u''teqmi'': 1, u''ldrsheq'': 1, u''rsbshs'': 1, u''orrseq'': 1, u''bmi'': 1, u''stmdami'': 1, u''ldmdbhs'': 1, u''ldrb'': 4, u''udf'': 1, u''stmdbmi'': 1, u''stclge'': 1, u''stclvs'': 1, u''adr'': 3, u''strteq'': 1, u''bx'': 1, u''ldrbvc'': 1, u''eorshs'': 1, u''strbmi'': 1, u''ldrsh'': 1, u''b'': 1, u''stm'': 2, u''ldmdbmi'': 1, u''b.w'': 1, u''addgt'': 1, u''strtlo'': 2, u''adcge'': 1, u''rsbsvc'': 1, u''lsrs'': 5, u''cbnz'': 1, u''bgt'': 2, u''str'': 8, u''strb'': 6, u''muls'': 1051, u''beq'': 1, u''rscsvc'': 1, u''uqsub16hi'': 1, u''cmp'': 2}"
140,001fcfb65a9ca85dd354711dd999fef8                                                                    ,"{u''bvs'': 7, u''strbeq'': 1, u''ldcpl'': 1, u''umlalspl'': 1, u''ldmdbgt'': 1, u''bls.w'': 1, u''ldrtlt'': 1, u''ldm'': 24, u''bvc'': 5, u''ldr'': 68, u''cbnz'': 5, u''cdp'': 1, u''bls'': 4, u''ldcls'': 2, u''mrcge'': 1, u''streq'': 2, u''blgt'': 2, u''adcls'': 1, u''ldrtle'': 2, u''strhtge'': 1, u''subge'': 1, u''movweq'': 1, u''stmibhs'': 2, u''adr'': 22, u''ldmdble'': 1, u''stcl'': 6, u''stclmi'': 1, u''ittee'': 2, u''lsls'': 21, u''blo'': 5, u''stmvs'': 1, u''ubfxge'': 1, u''add'': 25, u''ldmdbls'': 1, u''ldmdavs'': 1, u''ldrvs'': 4, u''bvc.w'': 2, u''adclo'': 1, u''strmi'': 1, u''bne'': 1, u''ldrtge'': 1, u''ldclne'': 1, u''ssatvc'': 1, u''umullsvc'': 1, u''svcpl'': 2, u''addsne'': 1, u''eorhs'': 1, u''cmnmi'': 1, u''ldrblo'': 2, u''ldchi'': 1, u''strblo'': 1, u''ldrbhi'': 4, u''ldrdeq'': 1, u''vstrle'': 1, u''orrspl'': 1, u''stmdbgt'': 2, u''bicsmi'': 1, u''eorslo'': 1, u''stmne'': 1, u''stmdbvs'': 1, u''strtle'': 2, u''strbvc'': 2, u''cmn'': 1, u''stmdblt'': 1, u''ldm.w'': 1, u''eorsle'': 1, u''bpl'': 2, u''ldmibvc'': 1, u''cdpvs'': 1, u''stclls'': 1, u''ldrbge'': 1, u''eorsvs'': 1, u''strbvs'': 1, u''andsgt'': 1, u''itee'': 1, u''subvs'': 1, u''rsbseq'': 1, u''cmp'': 19, u''ldmdbvc'': 2, u''svclt'': 2, u''svcls'': 1, u''ldclo'': 2, u''rsbs.w'': 1, u''ldcvs'': 2, u''svcvs'': 4, u''vstr'': 1, u''ldmdbvs'': 2, u''strthi'': 1, u''mvnsls'': 1, u''stclhi'': 1, u''svclo'': 1, u''stceq'': 1, u''stmlo'': 1, u''movt'': 1, u''rsbvc'': 1, u''eorgt'': 1, u''strblt'': 2, u''adds'': 39, u''blx'': 7, u''blne'': 3, u''blt'': 7, u''orrmi'': 1, u''lsrs'': 25, u''ldrtmi'': 1, u''movs'': 25, u''asrs'': 16, u''strble'': 1, u''stc2l'': 1, u''blmi'': 1, u''ldc'': 1, u''smlabteq'': 1, u''mrchi'': 1, u''rsbsne'': 1, u''stcge'': 2, u''mrc2'': 2, u''ldrsbtvs'': 1, u''rev16'': 1, u''bl'': 4, u''sbcsle'': 1, u''rsbspl'': 2, u''ldmdalt'': 1, u''ldrb'': 29, u''sbc'': 1, u''svcvc'': 1, u''rsbshi'': 1, u''adds.w'': 2, u''tstgt'': 1, u''ldrd'': 1, u''stclvs'': 2, u''uhadd16le'': 1, u''ldrh'': 31, u''andhi'': 1, u''stmdapl'': 1, u''bhs.w'': 1, u''usat'': 1, u''ldcllo'': 1, u''strbmi'': 1, u''rscsne'': 1, u''sxtb'': 2, u''bge'': 2, u''bllt'': 1, u''ldrne'': 2, u''stclne'': 2, u''cdphi'': 1, u''ldmdbne'': 1, u''stcpl'': 1, u''cmpvs'': 2, u''strbtge'': 1, u''ldrge'': 1, u''bgt'': 3, u''stmdbpl'': 1, u''sbc.w'': 2, u''ldcllt'': 2, u''bics'': 4, u''bllo'': 3, u''blhs'': 2, u''rev'': 1, u''subs'': 37, u''ldmhi'': 1, u''mcrlo'': 1, u''vst4.32'': 1, u''cdplt'': 2, u''revsh'': 1, u''pop'': 7, u''cdplo'': 1, u''stmibge'': 1, u''mrcne'': 1, u''stmdals'': 1, u''bleq'': 1, u''stc2'': 3, u''bicshs'': 1, u''smlatbgt'': 1, u''orrshs'': 1, u''qasxhi'': 1, u''stmible'': 1, u''vstreq'': 1, u''sbchs'': 1, u''ldrbtlt'': 1, u''cdp2'': 4, u''tstle'': 1, u''eorspl'': 1, u''subsls'': 1, u''svceq'': 1, u''cdpeq'': 1, u''shadd16eq'': 1, u''ldrmi'': 1, u''ands'': 1, u''bkpt'': 1, u''ldrblt'': 1, u''mcrhi'': 1, u''smultbvc'': 1, u''ldrbls'': 1, u''blls'': 1, u''addmi'': 1, u''addge'': 1, u''ldrhmi'': 1, u''strhmi'': 1, u''blpl'': 3, u''ldmdavc'': 1, u''ldcle'': 1, u''rsbs'': 1, u''vstrhi'': 1, u''ldrble'': 1, u''udf'': 4, u''andne'': 1, u''svcmi'': 3, u''mcr'': 1, u''ldclt'': 1, u''eorlt'': 1, u''b'': 19, u''adcs.w'': 1, u''sub.w'': 3, u''stc'': 2, u''stm'': 18, u''addgt'': 1, u''ldrle'': 1, u''ldrsbtle'': 1, u''ldceq'': 1, u''stcvc'': 1, u''strbtls'': 1, u''str'': 66, u''sxth'': 1, u''ldrls'': 1, u''beq'': 4, u''adcs'': 158, u''ldrhi'': 1, u''ldrlt'': 1, u''bhi'': 2, u''rscvs'': 1, u''ldrbvs'': 3, u''usathi'': 1, u''bhi.w'': 1, u''addsmi'': 1, u''rscslt'': 1, u''svchi'': 2, u''stmdane'': 1, u''strh'': 29, u''vldmdbhi'': 1, u''vabal.s8'': 1, u''strbge'': 1, u''eormi'': 1, u''addlo'': 1, u''cbz'': 3, u''strgt'': 2, u''bhs'': 2, u''stmdble'': 1, u''rsbsmi'': 1, u''stmdavc'': 1, u''blvc'': 1, u''subhi'': 1, u''tst'': 1, u''vqdmlsl.s16'': 2, u''sbcs'': 3, u''eorsmi'': 1, u''ldclgt'': 1, u''strd'': 1, u''ldmda'': 1, u''ldmdb'': 1, u''ldmibmi'': 2, u''strlo'': 2, u''cmnlo'': 1, u''bicsgt'': 1, u''ldrbvc'': 2, u''bne.w'': 2, u''ldrpl'': 1, u''ldrbtvs'': 1, u''rsbslt'': 1, u''bmi'': 6, u''ldmdahs'': 1, u''smlalslt'': 1, u''cdpge'': 1, u''smlals'': 1, u''strhi'': 1, u''ldrsb.w'': 1, u''mrclo'': 2, u''mov'': 5, u''strhs'': 1, u''ldcne'': 1, u''addslt'': 1, u''rscsmi'': 1, u''ldc2l'': 1, u''rsbslo'': 1, u''ldrhtmi'': 1, u''uxth'': 1, u''svcne'': 1, u''sub'': 3, u''ldclhs'': 1, u''ldrsh'': 3, u''ldcgt'': 1, u''eors'': 2, u''ldrsb'': 6, u''rors'': 1, u''ble'': 3, u''b.w'': 2, u''svc'': 2, u''rscls'': 1, u''ldmiblt'': 1, u''smulttvs'': 1, u''orreq'': 1, u''vhsub.u16'': 1, u''push'': 5, u''strb'': 28, u''muls'': 1, u''mrc'': 2, u''stmibvs'': 1, u''adcvs'': 1, u''ldmdage'': 1}"
141,001fdc8af3d078536a6c1919f5839d3f                                                                    ,"{u''bvs'': 1, u''subs'': 7, u''movtmi'': 525, u''strdeq'': 1, u''svcne'': 2, u''ldrblt'': 1, u''strths'': 3, u''blvs'': 1, u''ldr'': 17, u''muls'': 1051, u''svclo'': 1, u''stmdble'': 1, u''movs'': 14, u''cmp'': 2, u''ldrhhs'': 1, u''adds'': 7, u''blx'': 1, u''lsls'': 5, u''ldmeq'': 1, u''bls'': 1, u''asrs'': 3, u''blo'': 3, u''andslt'': 1, u''svcgt'': 2, u''strhi'': 1, u''bne'': 1, u''svcvs'': 2, u''add.w'': 1, u''bl'': 1, u''rsbshs'': 1, u''strle'': 1, u''uxtahmi'': 1, u''addslo'': 1, u''mov'': 1, u''ldrb'': 3, u''stcvs'': 1, u''movwle'': 1, u''mrrcpl'': 1, u''ldrshge'': 1, u''pop'': 1, u''stclvs'': 1, u''adr'': 2, u''ldm'': 5, u''bx'': 1, u''ldrbtge'': 1, u''eorshs'': 1, u''strbmi'': 1, u''ldrsh'': 1, u''b'': 2, u''cmppl'': 1, u''sxth'': 1, u''rsbsvs'': 1, u''b.w'': 2, u''bpl'': 1, u''cdpvs'': 2, u''rscshs'': 1, u''strh'': 2, u''bgt'': 1, u''lsrs'': 4, u''str'': 8, u''push'': 1, u''strb'': 2, u''beq'': 1, u''ldcgt'': 1, u''ldcne'': 1}"
142,00200973a5e346860c2f32751422fde7                                                                    ,"{u''bhi'': 2, u''stmdale'': 1, u''ldm'': 2, u''subseq'': 1, u''movtmi'': 525, u''vadd.i8'': 1, u''vstmiale'': 1, u''strths'': 1, u''vmls.f32'': 1, u''bvc'': 1, u''cdplo'': 1, u''strbge'': 1, u''muls'': 1051, u''cbz'': 2, u''bhs'': 1, u''movs'': 11, u''usaths'': 1, u''stmibgt'': 1, u''stchi'': 1, u''adds'': 7, u''beq'': 1, u''strbne'': 1, u''ldcleq'': 1, u''stclo'': 1, u''lsls'': 3, u''rsbsge'': 1, u''ldmdb'': 1, u''ldmdbne'': 1, u''asrs'': 3, u''add'': 2, u''stmibne'': 1, u''ldmdblt'': 1, u''bkpt'': 1, u''smlattls'': 1, u''ldchs'': 1, u''mcrne'': 1, u''cdplt'': 1, u''cbnz'': 2, u''stcge'': 1, u''svcvs'': 2, u''strdeq'': 1, u''ldrt'': 1, u''strbmi'': 1, u''movwne'': 1, u''rsbshs'': 1, u''stmdbpl'': 1, u''ldrb'': 3, u''ldrshlo'': 1, u''subs'': 4, u''pop'': 1, u''stclvs'': 1, u''adr'': 5, u''ldrh'': 2, u''bx'': 1, u''eorshs'': 1, u''strtvs'': 2, u''b'': 2, u''ldr'': 14, u''stm'': 1, u''movtls'': 1, u''orrslo'': 1, u''svc'': 1, u''cdpvs'': 2, u''stclls'': 1, u''ldmeq'': 1, u''strh'': 1, u''bgt'': 3, u''lsrs'': 4, u''str'': 8, u''stclne'': 1, u''push'': 1, u''strb'': 2, u''cmp'': 5, u''ldmdbhi'': 1}"
143,002039507d6b749410c461ee3359822f                                                                    ,"{u''stmls'': 1, u''ldc'': 1, u''subs'': 2, u''mrceq'': 1, u''movtmi'': 525, u''strdeq'': 1, u''cdpls'': 1, u''svc'': 1, u''ldr'': 20, u''sbcs.w'': 1, u''bgt.w'': 1, u''addlo'': 1, u''ldmiblt'': 1, u''strvc'': 1, u''ldmdbhi'': 1, u''adds'': 1, u''blx'': 1, u''lsls'': 3, u''eors.w'': 1, u''smlalbt'': 1, u''movs'': 7, u''asrs'': 5, u''strbteq'': 1, u''strh'': 1, u''svceq'': 1, u''bne'': 3, u''svcvs'': 2, u''cdppl'': 1, u''cdpge'': 1, u''bl'': 1, u''rsbshs'': 1, u''blhs'': 1, u''bmi'': 3, u''ldrsh'': 2, u''ldrb'': 2, u''sbc'': 1, u''svcvc'': 1, u''add'': 3, u''orrsge'': 1, u''stmdbeq'': 1, u''stclvs'': 1, u''adr'': 3, u''ldrh'': 2, u''ldrshge'': 1, u''bx'': 1, u''ldcls'': 1, u''eorshs'': 1, u''strbmi'': 1, u''mcrge'': 1, u''b'': 6, u''strtle'': 2, u''stm'': 2, u''cmnpl'': 1, u''b.w'': 1, u''movwhi'': 1, u''cdpvs'': 2, u''ldmeq'': 1, u''lsrs'': 6, u''cbnz'': 3, u''str'': 8, u''strb'': 3, u''muls'': 1051, u''beq'': 1, u''rsbsne'': 1, u''cmp'': 2}"
